image_name,steering_angle_rad,steering label
img_20250619_183020_776335.png,0.0000,going straight
img_20250619_183021_289886.png,0.0000,going straight
img_20250619_183021_814779.png,0.0000,going straight
img_20250619_183022_355337.png,0.0000,going straight
img_20250619_183022_890636.png,0.0000,going straight
img_20250619_183023_388135.png,0.0000,going straight
img_20250619_183023_917971.png,0.0000,going straight
img_20250619_183024_448843.png,0.0000,going straight
img_20250619_183024_969450.png,0.0000,going straight
img_20250619_183025_496177.png,0.0000,going straight
img_20250619_183026_026103.png,0.0000,going straight
img_20250619_183026_552584.png,0.0000,going straight
img_20250619_183027_075511.png,0.0000,going straight
img_20250619_183027_604194.png,0.0000,going straight
img_20250619_183028_125535.png,0.0000,going straight
img_20250619_183028_655724.png,0.0000,going straight
img_20250619_183029_182119.png,0.0000,going straight
img_20250619_183029_719427.png,0.0000,going straight
img_20250619_183030_240372.png,0.0000,going straight
img_20250619_183030_761439.png,0.0000,going straight
img_20250619_183031_293941.png,0.0000,going straight
img_20250619_183031_806089.png,0.0000,going straight
img_20250619_183032_339676.png,0.0000,going straight
img_20250619_183032_869381.png,0.0000,going straight
img_20250619_183033_398452.png,0.0000,going straight
img_20250619_183033_918394.png,0.0000,going straight
img_20250619_183034_455146.png,0.0000,going straight
img_20250619_183034_974219.png,0.0000,going straight
img_20250619_183035_496237.png,0.0000,going straight
img_20250619_183036_026987.png,0.0000,going straight
img_20250619_183036_555991.png,0.0000,going straight
img_20250619_183037_077238.png,0.0000,going straight
img_20250619_183037_604073.png,0.0000,going straight
img_20250619_183038_134950.png,0.0000,going straight
img_20250619_183038_655376.png,0.0000,going straight
img_20250619_183039_171690.png,0.0000,going straight
img_20250619_183039_705617.png,0.0000,going straight
img_20250619_183040_232059.png,0.0000,going straight
img_20250619_183040_755255.png,0.0000,going straight
img_20250619_183041_274253.png,0.0000,going straight
img_20250619_183041_805159.png,0.0000,going straight
img_20250619_183042_325120.png,0.0000,going straight
img_20250619_183042_852278.png,0.0000,going straight
img_20250619_183043_387386.png,0.0000,going straight
img_20250619_183043_909405.png,0.0000,going straight
img_20250619_183044_448994.png,0.0000,going straight
img_20250619_183045_008240.png,0.0000,going straight
img_20250619_183045_516093.png,0.0000,going straight
img_20250619_183046_047287.png,0.0000,going straight
img_20250619_183046_578079.png,0.0000,going straight
img_20250619_183047_108480.png,0.0000,going straight
img_20250619_183047_623042.png,0.0000,going straight
img_20250619_183048_152248.png,0.0000,going straight
img_20250619_183048_690550.png,0.0000,going straight
img_20250619_183049_205537.png,0.0000,going straight
img_20250619_183049_733849.png,0.0000,going straight
img_20250619_183050_261599.png,0.0000,going straight
img_20250619_183050_801250.png,0.0000,going straight
img_20250619_183051_305994.png,0.0000,going straight
img_20250619_183051_841332.png,0.0000,going straight
img_20250619_183052_369048.png,0.0000,going straight
img_20250619_183052_913184.png,0.0000,going straight
img_20250619_183053_445085.png,0.0000,going straight
img_20250619_183053_976270.png,0.0000,going straight
img_20250619_183054_489328.png,0.0000,going straight
img_20250619_183055_012819.png,0.0000,going straight
img_20250619_183055_548042.png,0.0000,going straight
img_20250619_183056_069018.png,0.0000,going straight
img_20250619_183056_590722.png,0.0000,going straight
img_20250619_183057_122029.png,-0.1800,turn left
img_20250619_183057_642883.png,-0.1800,turn left
img_20250619_183058_171810.png,-0.1800,turn left
img_20250619_183058_718667.png,-0.1800,turn left
img_20250619_183059_250999.png,0.0000,going straight
img_20250619_183059_776544.png,0.0000,going straight
img_20250619_183100_314113.png,0.0000,going straight
img_20250619_183100_847808.png,0.0000,going straight
img_20250619_183101_360540.png,0.0000,going straight
img_20250619_183101_891663.png,0.0000,going straight
img_20250619_183102_434301.png,0.0000,going straight
img_20250619_183102_989968.png,0.0000,going straight
img_20250619_183103_497372.png,0.0000,going straight
img_20250619_183104_026315.png,0.0000,going straight
img_20250619_183104_547090.png,0.0000,going straight
img_20250619_183105_068757.png,0.0000,going straight
img_20250619_183105_591475.png,-0.1200,turn left
img_20250619_183106_124288.png,-0.2100,turn left
img_20250619_183106_650371.png,-0.2100,turn left
img_20250619_183107_176701.png,-0.2100,turn left
img_20250619_183107_694325.png,-0.2100,turn left
img_20250619_183108_198816.png,-0.0300,turn left
img_20250619_183108_726428.png,0.0300,turn right
img_20250619_183109_254006.png,0.0300,turn right
img_20250619_183109_780680.png,0.0300,turn right
img_20250619_183110_317157.png,0.0300,turn right
img_20250619_183110_828153.png,0.0300,turn right
img_20250619_183111_361619.png,0.0300,turn right
img_20250619_183111_887540.png,0.0300,turn right
img_20250619_183112_410936.png,0.0300,turn right
img_20250619_183112_944613.png,-0.1500,turn left
img_20250619_183113_469971.png,-0.3300,turn left
img_20250619_183113_991742.png,-0.3300,turn left
img_20250619_183114_549610.png,-0.0900,turn left
img_20250619_183115_060772.png,-0.0900,turn left
img_20250619_183115_567745.png,-0.0900,turn left
img_20250619_183116_105223.png,-0.0900,turn left
img_20250619_183116_631121.png,-0.0300,turn left
img_20250619_183117_151389.png,0.2400,turn right
img_20250619_183117_672001.png,0.0900,turn right
img_20250619_183118_199789.png,0.0900,turn right
img_20250619_183118_725582.png,0.0900,turn right
img_20250619_183119_241157.png,-0.2100,turn left
img_20250619_183119_785029.png,-0.0300,turn left
img_20250619_183120_278995.png,-0.0300,turn left
img_20250619_183120_806099.png,-0.0300,turn left
img_20250619_183121_342328.png,-0.0300,turn left
img_20250619_183121_859738.png,-0.2400,turn left
img_20250619_183122_380426.png,-0.0600,turn left
img_20250619_183122_915376.png,-0.0600,turn left
img_20250619_183123_445696.png,-0.0600,turn left
img_20250619_183123_969419.png,-0.0600,turn left
img_20250619_183124_513980.png,-0.0600,turn left
img_20250619_183125_069824.png,0.2400,turn right
img_20250619_183125_618634.png,0.0600,turn right
img_20250619_183126_140528.png,0.0600,turn right
img_20250619_183126_672762.png,0.0600,turn right
img_20250619_183127_201654.png,-0.0600,turn left
img_20250619_183127_716418.png,0.0300,turn right
img_20250619_183128_266437.png,-0.2400,turn left
img_20250619_183128_822216.png,0.0300,turn right
img_20250619_183129_362991.png,0.0300,turn right
img_20250619_183129_887461.png,0.0300,turn right
img_20250619_183130_409484.png,-0.1500,turn left
img_20250619_183130_933862.png,0.1200,turn right
img_20250619_183131_464380.png,0.1200,turn right
img_20250619_183131_988494.png,-0.1200,turn left
img_20250619_183132_505336.png,-0.1200,turn left
img_20250619_183133_032328.png,0.0900,turn right
img_20250619_183133_557583.png,0.0900,turn right
img_20250619_183134_109234.png,-0.0900,turn left
img_20250619_183134_641086.png,-0.0900,turn left
img_20250619_183135_165722.png,0.0900,turn right
img_20250619_183135_697864.png,0.2100,turn right
img_20250619_183136_226469.png,0.0000,going straight
img_20250619_183136_749297.png,-0.2100,turn left
img_20250619_183137_269820.png,0.0900,turn right
img_20250619_183137_796681.png,0.0900,turn right
img_20250619_183138_327432.png,0.0900,turn right
img_20250619_183138_842094.png,-0.1200,turn left
img_20250619_183139_369278.png,-0.1800,turn left
img_20250619_183139_902072.png,0.1200,turn right
img_20250619_183140_415233.png,0.1200,turn right
img_20250619_183140_945288.png,0.0600,turn right
img_20250619_183141_472547.png,-0.1200,turn left
img_20250619_183142_000601.png,-0.0600,turn left
img_20250619_183142_528617.png,0.1500,turn right
img_20250619_183143_057688.png,-0.1200,turn left
img_20250619_183143_577984.png,0.1500,turn right
img_20250619_183144_097802.png,0.0900,turn right
img_20250619_183144_630673.png,-0.0300,turn left
img_20250619_183145_158852.png,-0.0300,turn left
img_20250619_183145_676242.png,-0.0300,turn left
img_20250619_183146_198172.png,-0.0300,turn left
img_20250619_183146_710087.png,-0.0300,turn left
img_20250619_183147_239315.png,-0.0300,turn left
img_20250619_183147_762530.png,-0.0300,turn left
img_20250619_183148_275304.png,0.2400,turn right
img_20250619_183148_802655.png,0.0900,turn right
img_20250619_183149_328654.png,-0.0600,turn left
img_20250619_183149_851338.png,-0.0600,turn left
img_20250619_183150_370899.png,-0.0600,turn left
img_20250619_183150_892790.png,-0.0600,turn left
img_20250619_183151_428180.png,-0.0600,turn left
img_20250619_183151_961295.png,-0.0600,turn left
img_20250619_183152_482521.png,-0.0600,turn left
img_20250619_183224_793438.png,-0.0600,turn left
img_20250619_183225_271966.png,-0.0600,turn left
img_20250619_183225_787307.png,0.2100,turn right
img_20250619_183226_338868.png,0.0000,going straight
img_20250619_183226_856358.png,0.0000,going straight
img_20250619_183227_378603.png,0.0000,going straight
img_20250619_183227_904365.png,0.0000,going straight
img_20250619_183228_436273.png,0.0000,going straight
img_20250619_183228_957744.png,0.0000,going straight
img_20250619_183229_492298.png,0.0000,going straight
img_20250619_183229_989939.png,0.0000,going straight
img_20250619_183230_518611.png,0.0000,going straight
img_20250619_183231_049784.png,0.0000,going straight
img_20250619_183231_602853.png,0.0000,going straight
img_20250619_183232_144768.png,0.0000,going straight
img_20250619_183232_654117.png,0.0000,going straight
img_20250619_183233_169964.png,0.0000,going straight
img_20250619_183233_714429.png,0.2700,turn right
img_20250619_183234_242664.png,-0.0300,turn left
img_20250619_183234_783983.png,-0.0300,turn left
img_20250619_183235_301416.png,-0.0300,turn left
img_20250619_183235_829336.png,-0.0300,turn left
img_20250619_183236_343187.png,-0.0300,turn left
img_20250619_183236_865196.png,0.0900,turn right
img_20250619_183237_385116.png,0.0900,turn right
img_20250619_183237_909115.png,-0.0600,turn left
img_20250619_183238_431411.png,0.2400,turn right
img_20250619_183238_972645.png,-0.0600,turn left
img_20250619_183239_478407.png,-0.0600,turn left
img_20250619_183240_007211.png,-0.0600,turn left
img_20250619_183240_540545.png,-0.0600,turn left
img_20250619_183241_067011.png,-0.0600,turn left
img_20250619_183241_599578.png,-0.0600,turn left
img_20250619_183242_115913.png,-0.0600,turn left
img_20250619_183242_645398.png,-0.0600,turn left
img_20250619_183243_165343.png,-0.0300,turn left
img_20250619_183243_697707.png,0.0000,going straight
img_20250619_183244_215336.png,0.0000,going straight
img_20250619_183244_748232.png,0.0000,going straight
img_20250619_183245_263243.png,0.0000,going straight
img_20250619_183245_784299.png,0.0000,going straight
img_20250619_183246_306271.png,0.0000,going straight
img_20250619_183246_835538.png,0.0000,going straight
img_20250619_183247_366611.png,0.0000,going straight
img_20250619_183247_882453.png,0.0000,going straight
img_20250619_183248_410996.png,0.0000,going straight
img_20250619_183248_938435.png,0.0000,going straight
img_20250619_183249_455399.png,0.0000,going straight
img_20250619_183249_985034.png,0.0000,going straight
img_20250619_183250_515979.png,0.0000,going straight
img_20250619_183251_050382.png,0.0000,going straight
img_20250619_183251_565228.png,0.0000,going straight
img_20250619_183252_099646.png,0.0000,going straight
img_20250619_183252_617078.png,0.0000,going straight
img_20250619_183253_146033.png,0.0000,going straight
img_20250619_183253_672055.png,0.0000,going straight
img_20250619_183254_193961.png,0.0000,going straight
img_20250619_183254_718231.png,0.0000,going straight
img_20250619_183255_242541.png,0.0000,going straight
img_20250619_183255_795359.png,0.0000,going straight
img_20250619_183256_296698.png,0.0000,going straight
img_20250619_183256_826667.png,0.0000,going straight
img_20250619_183257_355764.png,0.0000,going straight
img_20250619_183257_881321.png,0.0000,going straight
img_20250619_183258_402656.png,0.0000,going straight
img_20250619_183258_953233.png,0.0000,going straight
img_20250619_183259_461997.png,0.0000,going straight
img_20250619_183259_992687.png,0.0000,going straight
img_20250619_183300_531001.png,0.0000,going straight
img_20250619_183301_057246.png,0.0000,going straight
img_20250619_183301_573900.png,0.0000,going straight
img_20250619_183302_102405.png,0.0000,going straight
img_20250619_183302_639108.png,0.0000,going straight
img_20250619_183303_160702.png,0.0000,going straight
img_20250619_183303_669586.png,0.0000,going straight
img_20250619_183304_211951.png,0.0000,going straight
img_20250619_183304_712651.png,0.0000,going straight
img_20250619_183305_242380.png,0.0000,going straight
img_20250619_183305_777733.png,0.0000,going straight
img_20250619_183306_297368.png,0.0000,going straight
img_20250619_183306_816934.png,0.0000,going straight
img_20250619_183307_351790.png,0.0000,going straight
img_20250619_183307_877982.png,0.0000,going straight
img_20250619_183308_400536.png,0.0000,going straight
img_20250619_183308_925102.png,0.0000,going straight
img_20250619_183309_458840.png,0.0000,going straight
img_20250619_183309_966178.png,-0.1800,turn left
img_20250619_183310_498261.png,0.0300,turn right
img_20250619_183311_028598.png,-0.2100,turn left
img_20250619_183311_553937.png,0.0000,going straight
img_20250619_183312_072455.png,0.0000,going straight
img_20250619_183312_602355.png,0.0000,going straight
img_20250619_183313_120446.png,0.0000,going straight
img_20250619_183313_647765.png,0.0000,going straight
img_20250619_183314_177122.png,0.2100,turn right
img_20250619_183314_708185.png,0.0000,going straight
img_20250619_183315_226583.png,0.0000,going straight
img_20250619_183315_745091.png,0.0000,going straight
img_20250619_183316_255382.png,0.0000,going straight
img_20250619_183316_796203.png,0.0000,going straight
img_20250619_183317_333066.png,0.0000,going straight
img_20250619_183317_855034.png,0.0000,going straight
img_20250619_183318_377718.png,0.0000,going straight
img_20250619_183318_932178.png,0.0000,going straight
img_20250619_183319_456613.png,0.0000,going straight
img_20250619_183319_980952.png,0.0000,going straight
img_20250619_183320_504239.png,0.0000,going straight
img_20250619_183321_036317.png,0.0000,going straight
img_20250619_183321_550170.png,0.0000,going straight
img_20250619_183322_081594.png,0.0000,going straight
img_20250619_183322_617252.png,-0.0900,turn left
img_20250619_183323_138523.png,0.1500,turn right
img_20250619_183323_666556.png,-0.0600,turn left
img_20250619_183324_195644.png,0.1500,turn right
img_20250619_183324_735624.png,-0.0300,turn left
img_20250619_183325_243326.png,-0.0300,turn left
img_20250619_183325_771746.png,-0.0300,turn left
img_20250619_183326_301359.png,-0.0300,turn left
img_20250619_183326_824279.png,0.1500,turn right
img_20250619_183327_346955.png,0.0600,turn right
img_20250619_183327_898713.png,0.0600,turn right
img_20250619_183328_396632.png,0.0300,turn right
img_20250619_183328_925983.png,0.0900,turn right
img_20250619_183329_458005.png,-0.0300,turn left
img_20250619_183329_979762.png,-0.2400,turn left
img_20250619_183330_502792.png,-0.0600,turn left
img_20250619_183331_028279.png,-0.0600,turn left
img_20250619_183331_580216.png,-0.0600,turn left
img_20250619_183332_066241.png,-0.0600,turn left
img_20250619_183332_587309.png,-0.0600,turn left
img_20250619_183333_118549.png,-0.0600,turn left
img_20250619_183333_642564.png,-0.0600,turn left
img_20250619_183334_170013.png,0.1500,turn right
img_20250619_183334_707090.png,-0.0600,turn left
img_20250619_183335_234632.png,0.1800,turn right
img_20250619_183335_747192.png,0.1800,turn right
img_20250619_183336_268259.png,0.1800,turn right
img_20250619_183336_789542.png,-0.0900,turn left
img_20250619_183337_312925.png,-0.0900,turn left
img_20250619_183337_840936.png,-0.0900,turn left
img_20250619_183338_365400.png,-0.0900,turn left
img_20250619_183338_884267.png,-0.0900,turn left
img_20250619_183339_412160.png,-0.0900,turn left
img_20250619_183339_928692.png,-0.0900,turn left
img_20250619_183340_455423.png,-0.0900,turn left
img_20250619_183340_986245.png,0.1500,turn right
img_20250619_183341_517572.png,0.1500,turn right
img_20250619_183342_039181.png,0.0000,going straight
img_20250619_183342_566954.png,0.0000,going straight
img_20250619_183343_108138.png,0.0000,going straight
img_20250619_183343_618058.png,0.0000,going straight
img_20250619_183344_147624.png,-0.0300,turn left
img_20250619_183344_669501.png,-0.2100,turn left
img_20250619_183345_192474.png,0.0300,turn right
img_20250619_183345_714078.png,0.0300,turn right
img_20250619_183346_247057.png,-0.1800,turn left
img_20250619_183346_774841.png,0.1200,turn right
img_20250619_183347_297361.png,-0.2400,turn left
img_20250619_183347_812520.png,-0.2400,turn left
img_20250619_183348_353610.png,-0.0600,turn left
img_20250619_183348_852809.png,-0.0600,turn left
img_20250619_183349_391301.png,-0.0600,turn left
img_20250619_183349_937241.png,0.0900,turn right
img_20250619_183350_462544.png,0.0900,turn right
img_20250619_183350_974073.png,-0.1200,turn left
img_20250619_183351_506235.png,-0.1200,turn left
img_20250619_183352_036077.png,-0.1200,turn left
img_20250619_183352_547578.png,0.0900,turn right
img_20250619_183353_079667.png,0.0000,going straight
img_20250619_183353_616133.png,0.0000,going straight
img_20250619_183354_135916.png,0.0000,going straight
img_20250619_183354_658529.png,0.0000,going straight
img_20250619_183355_190985.png,0.0000,going straight
img_20250619_183355_720777.png,-0.2400,turn left
img_20250619_183356_256456.png,-0.0600,turn left
img_20250619_183356_789553.png,-0.0300,turn left
img_20250619_183357_331406.png,-0.0300,turn left
img_20250619_183357_840997.png,-0.0300,turn left
img_20250619_183358_372672.png,-0.0300,turn left
img_20250619_183358_900939.png,-0.0300,turn left
img_20250619_183359_399021.png,-0.0300,turn left
img_20250619_183359_935332.png,-0.0300,turn left
img_20250619_183400_457312.png,-0.0300,turn left
img_20250619_183400_982561.png,-0.0300,turn left
img_20250619_183401_502656.png,-0.0300,turn left
img_20250619_183402_055227.png,-0.0300,turn left
img_20250619_183402_559988.png,-0.0300,turn left
img_20250619_183403_085058.png,-0.0300,turn left
img_20250619_183403_609625.png,-0.0300,turn left
img_20250619_183404_141417.png,-0.0300,turn left
img_20250619_183404_663287.png,-0.0300,turn left
img_20250619_183405_210291.png,-0.0300,turn left
img_20250619_183405_743274.png,-0.0300,turn left
img_20250619_183406_253949.png,-0.0300,turn left
img_20250619_183406_780268.png,-0.0300,turn left
img_20250619_183407_312467.png,-0.0300,turn left
img_20250619_183407_843409.png,-0.0300,turn left
img_20250619_183408_360160.png,-0.0300,turn left
img_20250619_183408_889889.png,-0.0300,turn left
img_20250619_183409_440324.png,-0.0300,turn left
img_20250619_183409_937268.png,-0.0300,turn left
img_20250619_183410_476567.png,-0.0300,turn left
img_20250619_183410_991931.png,-0.0300,turn left
img_20250619_183411_517502.png,-0.0300,turn left
img_20250619_183412_037781.png,-0.0300,turn left
img_20250619_183412_569478.png,-0.0300,turn left
img_20250619_183413_076598.png,-0.0300,turn left
img_20250619_183413_607518.png,-0.0300,turn left
img_20250619_183414_133410.png,-0.0300,turn left
img_20250619_183414_659272.png,-0.0300,turn left
img_20250619_183415_186180.png,-0.0300,turn left
img_20250619_183415_726688.png,-0.0300,turn left
img_20250619_183416_254231.png,-0.0300,turn left
img_20250619_183416_769467.png,-0.0300,turn left
img_20250619_183417_312412.png,-0.0300,turn left
img_20250619_183417_855055.png,-0.0300,turn left
img_20250619_183418_370147.png,-0.0300,turn left
img_20250619_183418_895954.png,-0.0300,turn left
img_20250619_183419_425508.png,-0.0300,turn left
img_20250619_183419_957824.png,-0.0300,turn left
img_20250619_183420_454120.png,-0.0300,turn left
img_20250619_183420_997411.png,-0.0300,turn left
img_20250619_183421_579168.png,-0.0300,turn left
img_20250619_183422_009743.png,-0.0300,turn left
img_20250619_183422_545292.png,-0.0300,turn left
img_20250619_183423_069431.png,-0.0300,turn left
img_20250619_183423_618415.png,-0.0300,turn left
img_20250619_183424_174362.png,-0.0300,turn left
img_20250619_183424_726793.png,-0.0300,turn left
img_20250619_183425_241316.png,-0.0300,turn left
img_20250619_183425_752868.png,-0.0300,turn left
img_20250619_183426_319840.png,-0.0300,turn left
img_20250619_183426_849241.png,-0.0300,turn left
img_20250619_183427_359257.png,-0.0300,turn left
img_20250619_183427_890597.png,-0.0300,turn left
img_20250619_183428_427309.png,-0.0300,turn left
img_20250619_183428_956257.png,-0.0300,turn left
img_20250619_183429_468074.png,-0.0300,turn left
img_20250619_183429_989121.png,-0.0300,turn left
img_20250619_183430_515574.png,-0.0300,turn left
img_20250619_183431_036095.png,-0.0300,turn left
img_20250619_183431_567345.png,-0.0300,turn left
img_20250619_183432_090400.png,-0.0300,turn left
img_20250619_183432_607833.png,-0.0300,turn left
img_20250619_183433_155610.png,-0.0300,turn left
img_20250619_183433_632218.png,-0.0300,turn left
img_20250619_183434_154098.png,-0.0300,turn left
img_20250619_183434_685086.png,-0.0300,turn left
img_20250619_183435_211946.png,0.2700,turn right
img_20250619_183435_746313.png,0.2100,turn right
img_20250619_183436_269797.png,0.0600,turn right
img_20250619_183436_794292.png,-0.1800,turn left
img_20250619_183437_312446.png,-0.0300,turn left
img_20250619_183437_849820.png,-0.0300,turn left
img_20250619_183438_383958.png,0.2400,turn right
img_20250619_183438_908386.png,0.1200,turn right
img_20250619_183439_426284.png,-0.0600,turn left
img_20250619_183439_959270.png,-0.0600,turn left
img_20250619_183440_478421.png,-0.0600,turn left
img_20250619_183440_998053.png,-0.0600,turn left
img_20250619_183441_525512.png,-0.0600,turn left
img_20250619_183442_078137.png,-0.0600,turn left
img_20250619_183442_576582.png,-0.0600,turn left
img_20250619_183443_105386.png,-0.0600,turn left
img_20250619_183443_638279.png,-0.0600,turn left
img_20250619_183444_155754.png,0.1800,turn right
img_20250619_183444_681370.png,-0.0300,turn left
img_20250619_183445_233339.png,-0.0300,turn left
img_20250619_183445_734201.png,-0.0300,turn left
img_20250619_183446_255217.png,-0.0300,turn left
img_20250619_183446_785309.png,-0.0300,turn left
img_20250619_183447_315294.png,-0.0300,turn left
img_20250619_183447_832892.png,-0.0300,turn left
img_20250619_183448_370249.png,-0.0300,turn left
img_20250619_183448_895283.png,0.2100,turn right
img_20250619_183449_414019.png,0.0300,turn right
img_20250619_183449_948178.png,0.0300,turn right
img_20250619_183450_484566.png,0.0300,turn right
img_20250619_183451_003989.png,0.0300,turn right
img_20250619_183451_547230.png,0.0300,turn right
img_20250619_183452_079138.png,-0.0600,turn left
img_20250619_183452_600397.png,0.0600,turn right
img_20250619_183453_122503.png,0.0600,turn right
img_20250619_183453_677799.png,-0.1200,turn left
img_20250619_183454_197644.png,-0.1200,turn left
img_20250619_183454_717057.png,0.1500,turn right
img_20250619_183455_238735.png,-0.0300,turn left
img_20250619_183455_772777.png,-0.0300,turn left
img_20250619_183456_295581.png,-0.0300,turn left
img_20250619_183456_820152.png,-0.0300,turn left
img_20250619_183457_367519.png,-0.0300,turn left
img_20250619_183457_870268.png,-0.0300,turn left
img_20250619_183458_405425.png,-0.0300,turn left
img_20250619_183458_930445.png,-0.0300,turn left
img_20250619_183459_471335.png,-0.0300,turn left
img_20250619_183459_978785.png,0.2400,turn right
img_20250619_183500_505077.png,0.0300,turn right
img_20250619_183501_034521.png,0.0300,turn right
img_20250619_183501_547928.png,0.0300,turn right
img_20250619_183502_072703.png,0.0300,turn right
img_20250619_183502_606116.png,0.0300,turn right
img_20250619_183503_119545.png,-0.1800,turn left
img_20250619_183503_648192.png,0.1500,turn right
img_20250619_183504_188141.png,0.0600,turn right
img_20250619_183504_709372.png,-0.1200,turn left
img_20250619_183505_224008.png,-0.1200,turn left
img_20250619_183505_756331.png,-0.1200,turn left
img_20250619_183506_279448.png,0.1200,turn right
img_20250619_183506_801405.png,0.1200,turn right
img_20250619_183507_339623.png,0.1200,turn right
img_20250619_183507_872798.png,-0.0600,turn left
img_20250619_183508_387365.png,-0.0600,turn left
img_20250619_183508_911531.png,-0.0300,turn left
img_20250619_183509_447135.png,0.0000,going straight
img_20250619_183509_979329.png,0.0000,going straight
img_20250619_183510_506244.png,0.0000,going straight
img_20250619_183511_041067.png,0.0000,going straight
img_20250619_183511_565313.png,0.0000,going straight
img_20250619_183512_094346.png,0.0000,going straight
img_20250619_183512_634024.png,0.0000,going straight
img_20250619_183513_171756.png,0.0000,going straight
img_20250619_183513_692614.png,0.0000,going straight
img_20250619_183514_218409.png,0.0000,going straight
img_20250619_183514_751569.png,0.0000,going straight
img_20250619_183515_279524.png,0.0000,going straight
img_20250619_183515_800568.png,0.0000,going straight
img_20250619_183516_352966.png,0.0000,going straight
img_20250619_183516_861588.png,0.0000,going straight
img_20250619_183530_884409.png,0.0000,going straight
img_20250619_183531_407799.png,0.0000,going straight
img_20250619_183531_941110.png,0.0000,going straight
img_20250619_183532_465664.png,0.0000,going straight
img_20250619_183532_982953.png,0.0000,going straight
img_20250619_183533_523368.png,0.0000,going straight
img_20250619_183534_046503.png,0.0000,going straight
img_20250619_183534_563233.png,0.0000,going straight
img_20250619_183535_085311.png,0.0000,going straight
img_20250619_183535_600438.png,0.0000,going straight
img_20250619_183536_134251.png,-0.1200,turn left
img_20250619_183536_670638.png,-0.1200,turn left
img_20250619_183537_196314.png,0.1200,turn right
img_20250619_183537_722674.png,-0.0600,turn left
img_20250619_183538_248613.png,-0.0600,turn left
img_20250619_183538_757341.png,-0.0600,turn left
img_20250619_183539_278480.png,-0.0600,turn left
img_20250619_183539_812438.png,-0.0600,turn left
img_20250619_183540_345526.png,-0.0600,turn left
img_20250619_183540_867717.png,0.1500,turn right
img_20250619_183541_412165.png,0.1500,turn right
img_20250619_183541_940835.png,-0.0300,turn left
img_20250619_183542_464150.png,-0.0300,turn left
img_20250619_183542_985450.png,-0.0300,turn left
